Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-ABS,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.01150,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-ABS,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,2.61000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-ABS,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,1.84250,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-ABS,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,55.69320,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00690,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,3.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.93000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,1.60170,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-AIM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,48.50730,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Hubln,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Hubln,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,1.86070,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Rmapo,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Rmapo,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.79000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Rmapo,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.53000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Rmapo,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.24860,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFT1-Rmapo,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,7.56080,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.03190,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BLHM,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,0.97140,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.04180,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-BRTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,1.27000,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.04780,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CLRY,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,1.45290,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.06860,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CNAL,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,2.08580,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.29750,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-CPCD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,9.05010,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.15240,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-J2,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,4.63460,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.04030,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-KLN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,1.22470,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.02130,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-LKRD,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,0.64760,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.10770,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MDTN,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,3.27640,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.08050,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-MNCH,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,2.45000,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.00000,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,0.68000,%         ,Zone to Zone,System - non-Beverly Receipts
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Overrun,0.14280,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-NEGT,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Reservation,4.34490,$/Dth/mth ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-PHDG,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,ACA,0.00130,$/Dth,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-PHDG,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Commodity,0.01660,$/Dth     ,System,Entire System
"Algonquin Gas Transmission, LLC",07/01/2018,AFTCL-PHDG,"AGT-Wanaque Interconnect (Passaic,NJ) | 208",NaN,AGT Delivery To Norwich | 1228969,NaN,Fuel,1.08000,%         ,Zone to Zone,System - non-Beverly Receipts
